Wk,Date,Rk.1,Prev,Chng,team,team_location
3,1995-11-27,12,,,Duke,"Durham, North Carolina"
4,1995-12-04,18,12,6,Duke,"Durham, North Carolina"
5,1995-12-11,21,18,3,Duke,"Durham, North Carolina"
6,1995-12-18,20,21,1,Duke,"Durham, North Carolina"
7,1995-12-25,20,20,-,Duke,"Durham, North Carolina"
8,1996-01-01,19,20,1,Duke,"Durham, North Carolina"
1,Preseason,8,,—,Duke,"Durham, North Carolina"
2,1994-11-21,8,8,-,Duke,"Durham, North Carolina"
3,1994-11-28,6,8,2,Duke,"Durham, North Carolina"
4,1994-12-05,9,6,3,Duke,"Durham, North Carolina"
5,1994-12-12,9,9,-,Duke,"Durham, North Carolina"
6,1994-12-19,9,9,-,Duke,"Durham, North Carolina"
7,1994-12-26,7,9,2,Duke,"Durham, North Carolina"
8,1995-01-02,11,7,4,Duke,"Durham, North Carolina"
9,1995-01-09,16,11,5,Duke,"Durham, North Carolina"
1,Preseason,4,,—,Duke,"Durham, North Carolina"
2,1993-11-22,4,4,-,Duke,"Durham, North Carolina"
3,1993-11-29,6,4,2,Duke,"Durham, North Carolina"
4,1993-12-06,4,6,2,Duke,"Durham, North Carolina"
5,1993-12-13,3,4,1,Duke,"Durham, North Carolina"
6,1993-12-20,3,3,-,Duke,"Durham, North Carolina"
7,1993-12-27,3,3,-,Duke,"Durham, North Carolina"
8,1994-01-03,3,3,-,Duke,"Durham, North Carolina"
9,1994-01-10,2,3,1,Duke,"Durham, North Carolina"
10,1994-01-17,5,2,3,Duke,"Durham, North Carolina"
11,1994-01-24,2,5,3,Duke,"Durham, North Carolina"
12,1994-01-31,1,2,1,Duke,"Durham, North Carolina"
13,1994-02-07,2,1,1,Duke,"Durham, North Carolina"
14,1994-02-14,6,2,4,Duke,"Durham, North Carolina"
15,1994-02-21,2,6,4,Duke,"Durham, North Carolina"
16,1994-02-28,2,2,-,Duke,"Durham, North Carolina"
17,1994-03-07,5,2,3,Duke,"Durham, North Carolina"
18,Final,6,5,1,Duke,"Durham, North Carolina"
1,Preseason,3,,—,Duke,"Durham, North Carolina"
2,1992-11-23,3,3,-,Duke,"Durham, North Carolina"
3,1992-11-30,4,3,1,Duke,"Durham, North Carolina"
4,1992-12-07,1,4,3,Duke,"Durham, North Carolina"
5,1992-12-14,1,1,-,Duke,"Durham, North Carolina"
6,1992-12-21,1,1,-,Duke,"Durham, North Carolina"
7,1992-12-28,1,1,-,Duke,"Durham, North Carolina"
8,1993-01-04,1,1,-,Duke,"Durham, North Carolina"
9,1993-01-11,3,1,2,Duke,"Durham, North Carolina"
10,1993-01-18,6,3,3,Duke,"Durham, North Carolina"
11,1993-01-25,7,6,1,Duke,"Durham, North Carolina"
12,1993-02-01,5,7,2,Duke,"Durham, North Carolina"
13,1993-02-08,3,5,2,Duke,"Durham, North Carolina"
14,1993-02-15,7,3,4,Duke,"Durham, North Carolina"
15,1993-02-22,9,7,2,Duke,"Durham, North Carolina"
16,1993-03-01,6,9,3,Duke,"Durham, North Carolina"
17,1993-03-08,8,6,2,Duke,"Durham, North Carolina"
18,Final,10,8,2,Duke,"Durham, North Carolina"
1,Preseason,1,,—,Duke,"Durham, North Carolina"
2,1991-11-25,1,1,-,Duke,"Durham, North Carolina"
3,1991-12-02,1,1,-,Duke,"Durham, North Carolina"
4,1991-12-09,1,1,-,Duke,"Durham, North Carolina"
5,1991-12-16,1,1,-,Duke,"Durham, North Carolina"
6,1991-12-23,1,1,-,Duke,"Durham, North Carolina"
7,1991-12-30,1,1,-,Duke,"Durham, North Carolina"
8,1992-01-06,1,1,-,Duke,"Durham, North Carolina"
9,1992-01-13,1,1,-,Duke,"Durham, North Carolina"
10,1992-01-20,1,1,-,Duke,"Durham, North Carolina"
11,1992-01-27,1,1,-,Duke,"Durham, North Carolina"
12,1992-02-03,1,1,-,Duke,"Durham, North Carolina"
13,1992-02-10,1,1,-,Duke,"Durham, North Carolina"
14,1992-02-17,1,1,-,Duke,"Durham, North Carolina"
15,1992-02-24,1,1,-,Duke,"Durham, North Carolina"
16,1992-03-02,1,1,-,Duke,"Durham, North Carolina"
17,1992-03-09,1,1,-,Duke,"Durham, North Carolina"
18,Final,1,1,-,Duke,"Durham, North Carolina"
1,Preseason,6,,—,Duke,"Durham, North Carolina"
2,1990-11-26,8,6,2,Duke,"Durham, North Carolina"
3,1990-12-03,5,8,3,Duke,"Durham, North Carolina"
4,1990-12-10,10,5,5,Duke,"Durham, North Carolina"
5,1990-12-17,9,10,1,Duke,"Durham, North Carolina"
6,1990-12-24,8,9,1,Duke,"Durham, North Carolina"
7,1990-12-31,8,8,-,Duke,"Durham, North Carolina"
8,1991-01-07,14,8,6,Duke,"Durham, North Carolina"
9,1991-01-14,12,14,2,Duke,"Durham, North Carolina"
10,1991-01-21,9,12,3,Duke,"Durham, North Carolina"
11,1991-01-28,7,9,2,Duke,"Durham, North Carolina"
12,1991-02-04,6,7,1,Duke,"Durham, North Carolina"
13,1991-02-11,5,6,1,Duke,"Durham, North Carolina"
14,1991-02-18,7,5,2,Duke,"Durham, North Carolina"
15,1991-02-25,8,7,1,Duke,"Durham, North Carolina"
16,1991-03-04,6,8,2,Duke,"Durham, North Carolina"
17,Final,6,6,-,Duke,"Durham, North Carolina"
1,Preseason,10,,—,Duke,"Durham, North Carolina"
2,1989-11-27,7,10,3,Duke,"Durham, North Carolina"
3,1989-12-04,6,7,1,Duke,"Durham, North Carolina"
4,1989-12-11,12,6,6,Duke,"Durham, North Carolina"
5,1989-12-18,12,12,-,Duke,"Durham, North Carolina"
6,1989-12-25,13,12,1,Duke,"Durham, North Carolina"
7,1990-01-01,13,13,-,Duke,"Durham, North Carolina"
8,1990-01-08,10,13,3,Duke,"Durham, North Carolina"
9,1990-01-15,8,10,2,Duke,"Durham, North Carolina"
10,1990-01-22,8,8,-,Duke,"Durham, North Carolina"
11,1990-01-29,5,8,3,Duke,"Durham, North Carolina"
12,1990-02-05,4,5,1,Duke,"Durham, North Carolina"
13,1990-02-12,6,4,2,Duke,"Durham, North Carolina"
14,1990-02-19,3,6,3,Duke,"Durham, North Carolina"
15,1990-02-26,5,3,2,Duke,"Durham, North Carolina"
16,1990-03-05,12,5,7,Duke,"Durham, North Carolina"
17,Final,15,12,3,Duke,"Durham, North Carolina"
1,Preseason,1,,—,Duke,"Durham, North Carolina"
2,1988-11-21,1,1,-,Duke,"Durham, North Carolina"
3,1988-11-28,1,1,-,Duke,"Durham, North Carolina"
4,1988-12-05,1,1,-,Duke,"Durham, North Carolina"
5,1988-12-12,1,1,-,Duke,"Durham, North Carolina"
6,1988-12-19,1,1,-,Duke,"Durham, North Carolina"
7,1988-12-26,1,1,-,Duke,"Durham, North Carolina"
8,1989-01-02,1,1,-,Duke,"Durham, North Carolina"
9,1989-01-09,1,1,-,Duke,"Durham, North Carolina"
10,1989-01-16,1,1,-,Duke,"Durham, North Carolina"
11,1989-01-23,8,1,7,Duke,"Durham, North Carolina"
12,1989-01-30,12,8,4,Duke,"Durham, North Carolina"
13,1989-02-06,14,12,2,Duke,"Durham, North Carolina"
14,1989-02-13,11,14,3,Duke,"Durham, North Carolina"
15,1989-02-20,9,11,2,Duke,"Durham, North Carolina"
16,1989-02-27,9,9,-,Duke,"Durham, North Carolina"
17,1989-03-06,7,9,2,Duke,"Durham, North Carolina"
18,Final,9,7,2,Duke,"Durham, North Carolina"
1,Preseason,15,,—,Duke,"Durham, North Carolina"
2,1987-11-30,13,15,2,Duke,"Durham, North Carolina"
3,1987-12-07,10,13,3,Duke,"Durham, North Carolina"
4,1987-12-14,10,10,-,Duke,"Durham, North Carolina"
5,1987-12-21,9,10,1,Duke,"Durham, North Carolina"
6,1987-12-28,9,9,-,Duke,"Durham, North Carolina"
7,1988-01-04,9,9,-,Duke,"Durham, North Carolina"
8,1988-01-11,7,9,2,Duke,"Durham, North Carolina"
9,1988-01-18,9,7,2,Duke,"Durham, North Carolina"
10,1988-01-25,5,9,4,Duke,"Durham, North Carolina"
11,1988-02-01,4,5,1,Duke,"Durham, North Carolina"
12,1988-02-08,8,4,4,Duke,"Durham, North Carolina"
13,1988-02-15,6,8,2,Duke,"Durham, North Carolina"
14,1988-02-22,5,6,1,Duke,"Durham, North Carolina"
15,1988-02-29,9,5,4,Duke,"Durham, North Carolina"
16,1988-03-07,8,9,1,Duke,"Durham, North Carolina"
17,Final,5,8,3,Duke,"Durham, North Carolina"
6,1986-12-29,20,,,Duke,"Durham, North Carolina"
7,1987-01-05,17,20,3,Duke,"Durham, North Carolina"
8,1987-01-12,14,17,3,Duke,"Durham, North Carolina"
9,1987-01-19,12,14,2,Duke,"Durham, North Carolina"
10,1987-01-26,13,12,1,Duke,"Durham, North Carolina"
11,1987-02-02,16,13,3,Duke,"Durham, North Carolina"
12,1987-02-09,15,16,1,Duke,"Durham, North Carolina"
13,1987-02-16,17,15,2,Duke,"Durham, North Carolina"
14,1987-02-23,17,17,-,Duke,"Durham, North Carolina"
15,1987-03-02,14,17,3,Duke,"Durham, North Carolina"
16,Final,17,14,3,Duke,"Durham, North Carolina"
1,Preseason,6,,—,Duke,"Durham, North Carolina"
2,1985-11-25,6,6,-,Duke,"Durham, North Carolina"
3,1985-12-02,3,6,3,Duke,"Durham, North Carolina"
4,1985-12-09,3,3,-,Duke,"Durham, North Carolina"
5,1985-12-16,3,3,-,Duke,"Durham, North Carolina"
6,1985-12-23,3,3,-,Duke,"Durham, North Carolina"
7,1985-12-30,3,3,-,Duke,"Durham, North Carolina"
8,1986-01-06,3,3,-,Duke,"Durham, North Carolina"
9,1986-01-13,3,3,-,Duke,"Durham, North Carolina"
10,1986-01-20,2,3,1,Duke,"Durham, North Carolina"
11,1986-01-27,5,2,3,Duke,"Durham, North Carolina"
12,1986-02-03,4,5,1,Duke,"Durham, North Carolina"
13,1986-02-10,2,4,2,Duke,"Durham, North Carolina"
14,1986-02-17,2,2,-,Duke,"Durham, North Carolina"
15,1986-02-24,1,2,1,Duke,"Durham, North Carolina"
16,1986-03-03,1,1,-,Duke,"Durham, North Carolina"
17,Final,1,1,-,Duke,"Durham, North Carolina"
1,Preseason,6,,—,Duke,"Durham, North Carolina"
2,1984-11-26,4,6,2,Duke,"Durham, North Carolina"
3,1984-12-03,4,4,-,Duke,"Durham, North Carolina"
4,1984-12-10,3,4,1,Duke,"Durham, North Carolina"
5,1984-12-17,2,3,1,Duke,"Durham, North Carolina"
6,1984-12-24,2,2,-,Duke,"Durham, North Carolina"
7,1984-12-31,2,2,-,Duke,"Durham, North Carolina"
8,1985-01-07,2,2,-,Duke,"Durham, North Carolina"
9,1985-01-14,2,2,-,Duke,"Durham, North Carolina"
10,1985-01-21,5,2,3,Duke,"Durham, North Carolina"
11,1985-01-28,6,5,1,Duke,"Durham, North Carolina"
12,1985-02-04,5,6,1,Duke,"Durham, North Carolina"
13,1985-02-11,7,5,2,Duke,"Durham, North Carolina"
14,1985-02-18,6,7,1,Duke,"Durham, North Carolina"
15,1985-02-25,5,6,1,Duke,"Durham, North Carolina"
16,1985-03-04,7,5,2,Duke,"Durham, North Carolina"
17,Final,10,7,3,Duke,"Durham, North Carolina"
13,1984-02-13,19,,,Duke,"Durham, North Carolina"
14,1984-02-20,14,19,5,Duke,"Durham, North Carolina"
15,1984-02-27,15,14,1,Duke,"Durham, North Carolina"
16,1984-03-05,16,15,1,Duke,"Durham, North Carolina"
17,Final,14,16,2,Duke,"Durham, North Carolina"
1,Preseason,3,,—,Duke,"Durham, North Carolina"
2,1979-12-03,2,3,1,Duke,"Durham, North Carolina"
3,1979-12-10,2,2,-,Duke,"Durham, North Carolina"
4,1979-12-17,1,2,1,Duke,"Durham, North Carolina"
5,1979-12-26,1,1,-,Duke,"Durham, North Carolina"
6,1980-01-02,1,1,-,Duke,"Durham, North Carolina"
7,1980-01-07,1,1,-,Duke,"Durham, North Carolina"
8,1980-01-14,5,1,4,Duke,"Durham, North Carolina"
9,1980-01-21,3,5,2,Duke,"Durham, North Carolina"
10,1980-01-28,5,3,2,Duke,"Durham, North Carolina"
11,1980-02-04,10,5,5,Duke,"Durham, North Carolina"
12,1980-02-11,16,10,6,Duke,"Durham, North Carolina"
13,1980-02-18,17,16,1,Duke,"Durham, North Carolina"
15,Final,14,,,Duke,"Durham, North Carolina"
1,Preseason,1,,—,Duke,"Durham, North Carolina"
2,1978-11-27,1,1,-,Duke,"Durham, North Carolina"
3,1978-12-04,1,1,-,Duke,"Durham, North Carolina"
4,1978-12-11,1,1,-,Duke,"Durham, North Carolina"
5,1978-12-18,1,1,-,Duke,"Durham, North Carolina"
6,1978-12-25,1,1,-,Duke,"Durham, North Carolina"
7,1979-01-03,5,1,4,Duke,"Durham, North Carolina"
8,1979-01-08,7,5,2,Duke,"Durham, North Carolina"
9,1979-01-15,8,7,1,Duke,"Durham, North Carolina"
10,1979-01-22,7,8,1,Duke,"Durham, North Carolina"
11,1979-01-29,3,7,4,Duke,"Durham, North Carolina"
12,1979-02-05,3,3,-,Duke,"Durham, North Carolina"
13,1979-02-12,5,3,2,Duke,"Durham, North Carolina"
14,1979-02-19,6,5,1,Duke,"Durham, North Carolina"
15,1979-02-26,5,6,1,Duke,"Durham, North Carolina"
16,1979-03-05,6,5,1,Duke,"Durham, North Carolina"
17,Final,11,6,5,Duke,"Durham, North Carolina"
9,1978-01-16,17,,,Duke,"Durham, North Carolina"
10,1978-01-23,11,17,6,Duke,"Durham, North Carolina"
11,1978-01-30,17,11,6,Duke,"Durham, North Carolina"
13,1978-02-13,20,,,Duke,"Durham, North Carolina"
14,1978-02-20,13,20,7,Duke,"Durham, North Carolina"
15,1978-02-27,15,13,2,Duke,"Durham, North Carolina"
16,1978-03-06,8,15,7,Duke,"Durham, North Carolina"
17,Final,7,8,1,Duke,"Durham, North Carolina"
1,Preseason,13,,—,Duke,"Durham, North Carolina"
15,1971-03-08,19,,,Duke,"Durham, North Carolina"
6,1970-01-05,19,,,Duke,"Durham, North Carolina"
7,1970-01-12,19,19,-,Duke,"Durham, North Carolina"
8,1970-01-19,16,19,3,Duke,"Durham, North Carolina"
1,Preseason,17,,—,Duke,"Durham, North Carolina"
2,1968-12-02,16,17,1,Duke,"Durham, North Carolina"
3,1968-12-09,9,16,7,Duke,"Durham, North Carolina"
10,1968-01-29,9,,,Duke,"Durham, North Carolina"
12,1968-02-12,10,,,Duke,"Durham, North Carolina"
13,1968-02-19,8,10,2,Duke,"Durham, North Carolina"
14,1968-02-26,10,8,2,Duke,"Durham, North Carolina"
15,1968-03-04,6,10,4,Duke,"Durham, North Carolina"
16,Final,10,6,4,Duke,"Durham, North Carolina"
1,Preseason,4,,—,Duke,"Durham, North Carolina"
2,1966-12-05,7,4,3,Duke,"Durham, North Carolina"
1,Preseason,3,,—,Duke,"Durham, North Carolina"
2,1965-12-06,6,3,3,Duke,"Durham, North Carolina"
3,1965-12-13,1,6,5,Duke,"Durham, North Carolina"
4,1965-12-20,1,1,-,Duke,"Durham, North Carolina"
5,1965-12-27,1,1,-,Duke,"Durham, North Carolina"
6,1966-01-03,1,1,-,Duke,"Durham, North Carolina"
7,1966-01-10,1,1,-,Duke,"Durham, North Carolina"
8,1966-01-17,1,1,-,Duke,"Durham, North Carolina"
9,1966-01-24,1,1,-,Duke,"Durham, North Carolina"
10,1966-01-31,1,1,-,Duke,"Durham, North Carolina"
11,1966-02-07,2,1,1,Duke,"Durham, North Carolina"
12,1966-02-14,2,2,-,Duke,"Durham, North Carolina"
13,1966-02-21,2,2,-,Duke,"Durham, North Carolina"
14,1966-02-28,3,2,1,Duke,"Durham, North Carolina"
15,Final,2,3,1,Duke,"Durham, North Carolina"
1,Preseason,5,,—,Duke,"Durham, North Carolina"
2,1964-12-07,8,5,3,Duke,"Durham, North Carolina"
3,1964-12-14,6,8,2,Duke,"Durham, North Carolina"
4,1964-12-21,6,6,-,Duke,"Durham, North Carolina"
5,1964-12-28,8,6,2,Duke,"Durham, North Carolina"
6,1965-01-04,6,8,2,Duke,"Durham, North Carolina"
7,1965-01-11,10,6,4,Duke,"Durham, North Carolina"
8,1965-01-18,10,10,-,Duke,"Durham, North Carolina"
9,1965-01-25,10,10,-,Duke,"Durham, North Carolina"
10,1965-02-01,6,10,4,Duke,"Durham, North Carolina"
11,1965-02-08,6,6,-,Duke,"Durham, North Carolina"
12,1965-02-15,6,6,-,Duke,"Durham, North Carolina"
13,1965-02-22,5,6,1,Duke,"Durham, North Carolina"
14,1965-03-01,8,5,3,Duke,"Durham, North Carolina"
15,Final,10,8,2,Duke,"Durham, North Carolina"
1,Preseason,4,,—,Duke,"Durham, North Carolina"
2,1963-12-09,3,4,1,Duke,"Durham, North Carolina"
3,1963-12-16,5,3,2,Duke,"Durham, North Carolina"
4,1963-12-23,8,5,3,Duke,"Durham, North Carolina"
5,1963-12-30,9,8,1,Duke,"Durham, North Carolina"
6,1964-01-06,10,9,1,Duke,"Durham, North Carolina"
7,1964-01-13,10,10,-,Duke,"Durham, North Carolina"
8,1964-01-20,8,10,2,Duke,"Durham, North Carolina"
9,1964-01-27,8,8,-,Duke,"Durham, North Carolina"
10,1964-02-03,7,8,1,Duke,"Durham, North Carolina"
11,1964-02-10,5,7,2,Duke,"Durham, North Carolina"
12,1964-02-17,4,5,1,Duke,"Durham, North Carolina"
13,1964-02-24,4,4,-,Duke,"Durham, North Carolina"
14,1964-03-02,4,4,-,Duke,"Durham, North Carolina"
15,Final,3,4,1,Duke,"Durham, North Carolina"
1,Preseason,2,,—,Duke,"Durham, North Carolina"
2,1962-12-03,2,2,-,Duke,"Durham, North Carolina"
3,1962-12-10,2,2,-,Duke,"Durham, North Carolina"
4,1962-12-17,2,2,-,Duke,"Durham, North Carolina"
5,1962-12-24,8,2,6,Duke,"Durham, North Carolina"
6,1962-12-31,7,8,1,Duke,"Durham, North Carolina"
7,1963-01-07,6,7,1,Duke,"Durham, North Carolina"
8,1963-01-14,5,6,1,Duke,"Durham, North Carolina"
9,1963-01-21,4,5,1,Duke,"Durham, North Carolina"
10,1963-01-28,3,4,1,Duke,"Durham, North Carolina"
11,1963-02-04,3,3,-,Duke,"Durham, North Carolina"
12,1963-02-11,3,3,-,Duke,"Durham, North Carolina"
13,1963-02-18,2,3,1,Duke,"Durham, North Carolina"
14,1963-02-25,2,2,-,Duke,"Durham, North Carolina"
15,1963-03-04,2,2,-,Duke,"Durham, North Carolina"
16,Final,2,2,-,Duke,"Durham, North Carolina"
1,Preseason,7,,—,Duke,"Durham, North Carolina"
3,1961-12-25,10,,,Duke,"Durham, North Carolina"
4,1962-01-01,8,10,2,Duke,"Durham, North Carolina"
5,1962-01-08,10,8,2,Duke,"Durham, North Carolina"
6,1962-01-15,7,10,3,Duke,"Durham, North Carolina"
7,1962-01-22,7,7,-,Duke,"Durham, North Carolina"
8,1962-01-29,6,7,1,Duke,"Durham, North Carolina"
9,1962-02-05,5,6,1,Duke,"Durham, North Carolina"
10,1962-02-12,7,5,2,Duke,"Durham, North Carolina"
11,1962-02-19,8,7,1,Duke,"Durham, North Carolina"
12,1962-02-26,8,8,-,Duke,"Durham, North Carolina"
13,1962-03-05,9,8,1,Duke,"Durham, North Carolina"
14,Final,10,9,1,Duke,"Durham, North Carolina"
1,1960-12-12,8,,—,Duke,"Durham, North Carolina"
2,1960-12-19,7,8,1,Duke,"Durham, North Carolina"
3,1960-12-26,6,7,1,Duke,"Durham, North Carolina"
4,1961-01-02,8,6,2,Duke,"Durham, North Carolina"
5,1961-01-09,8,8,-,Duke,"Durham, North Carolina"
6,1961-01-16,8,8,-,Duke,"Durham, North Carolina"
7,1961-01-23,5,8,3,Duke,"Durham, North Carolina"
8,1961-01-30,4,5,1,Duke,"Durham, North Carolina"
9,1961-02-06,3,4,1,Duke,"Durham, North Carolina"
10,1961-02-13,3,3,-,Duke,"Durham, North Carolina"
11,1961-02-20,6,3,3,Duke,"Durham, North Carolina"
12,1961-02-27,9,6,3,Duke,"Durham, North Carolina"
13,Final,10,9,1,Duke,"Durham, North Carolina"
1,1959-12-21,16,,—,Duke,"Durham, North Carolina"
2,1959-12-28,18,16,2,Duke,"Durham, North Carolina"
12,Final,18,,,Duke,"Durham, North Carolina"
9,1958-02-03,13,,,Duke,"Durham, North Carolina"
10,1958-02-10,8,13,5,Duke,"Durham, North Carolina"
11,1958-02-17,7,8,1,Duke,"Durham, North Carolina"
12,1958-02-24,6,7,1,Duke,"Durham, North Carolina"
13,1958-03-03,6,6,-,Duke,"Durham, North Carolina"
14,Final,10,6,4,Duke,"Durham, North Carolina"
2,1956-12-17,13,,,Duke,"Durham, North Carolina"
3,1956-12-26,9,13,4,Duke,"Durham, North Carolina"
5,1957-01-07,15,,,Duke,"Durham, North Carolina"
6,1957-01-14,16,15,1,Duke,"Durham, North Carolina"
7,1957-01-21,15,16,1,Duke,"Durham, North Carolina"
8,1957-01-28,19,15,4,Duke,"Durham, North Carolina"
10,1957-02-11,17,,,Duke,"Durham, North Carolina"
11,1957-02-18,16,17,1,Duke,"Durham, North Carolina"
3,1955-12-19,14,,,Duke,"Durham, North Carolina"
4,1955-12-26,8,14,6,Duke,"Durham, North Carolina"
5,1956-01-02,11,8,3,Duke,"Durham, North Carolina"
6,1956-01-09,6,11,5,Duke,"Durham, North Carolina"
7,1956-01-16,7,6,1,Duke,"Durham, North Carolina"
8,1956-01-23,10,7,3,Duke,"Durham, North Carolina"
9,1956-01-30,10,10,-,Duke,"Durham, North Carolina"
10,1956-02-06,8,10,2,Duke,"Durham, North Carolina"
11,1956-02-13,11,8,3,Duke,"Durham, North Carolina"
12,1956-02-20,11,11,-,Duke,"Durham, North Carolina"
13,1956-02-27,11,11,-,Duke,"Durham, North Carolina"
14,1956-03-05,19,11,8,Duke,"Durham, North Carolina"
15,Final,17,19,2,Duke,"Durham, North Carolina"
1,1954-12-06,17,,—,Duke,"Durham, North Carolina"
4,1954-12-27,18,,,Duke,"Durham, North Carolina"
5,1955-01-03,17,18,1,Duke,"Durham, North Carolina"
2,1953-12-14,13,,,Duke,"Durham, North Carolina"
5,1954-01-04,8,,,Duke,"Durham, North Carolina"
6,1954-01-11,9,8,1,Duke,"Durham, North Carolina"
7,1954-01-18,13,9,4,Duke,"Durham, North Carolina"
8,1954-01-25,20,13,7,Duke,"Durham, North Carolina"
9,1954-02-01,8,20,12,Duke,"Durham, North Carolina"
10,1954-02-08,15,8,7,Duke,"Durham, North Carolina"
11,1954-02-15,14,15,1,Duke,"Durham, North Carolina"
12,1954-02-22,10,14,4,Duke,"Durham, North Carolina"
13,1954-03-01,11,10,1,Duke,"Durham, North Carolina"
14,1954-03-08,18,11,7,Duke,"Durham, North Carolina"
15,Final,15,18,3,Duke,"Durham, North Carolina"
10,1953-02-16,18,,,Duke,"Durham, North Carolina"
1,1951-12-10,12,,—,Duke,"Durham, North Carolina"
2,1951-12-17,19,12,7,Duke,"Durham, North Carolina"
12,1952-02-25,15,,,Duke,"Durham, North Carolina"
13,Final,12,15,3,Duke,"Durham, North Carolina"
11,1972-02-07,20,,,Duquesne,"Pittsburgh, Pennsylvania"
9,1971-01-25,17,,,Duquesne,"Pittsburgh, Pennsylvania"
10,1971-02-01,14,17,3,Duquesne,"Pittsburgh, Pennsylvania"
11,1971-02-08,12,14,2,Duquesne,"Pittsburgh, Pennsylvania"
12,1971-02-15,10,12,2,Duquesne,"Pittsburgh, Pennsylvania"
13,1971-02-22,8,10,2,Duquesne,"Pittsburgh, Pennsylvania"
14,1971-03-01,11,8,3,Duquesne,"Pittsburgh, Pennsylvania"
15,1971-03-08,11,11,-,Duquesne,"Pittsburgh, Pennsylvania"
16,Final,15,11,4,Duquesne,"Pittsburgh, Pennsylvania"
1,Preseason,11,,—,Duquesne,"Pittsburgh, Pennsylvania"
2,1969-12-08,7,11,4,Duquesne,"Pittsburgh, Pennsylvania"
6,1968-12-30,15,,,Duquesne,"Pittsburgh, Pennsylvania"
7,1969-01-06,15,15,-,Duquesne,"Pittsburgh, Pennsylvania"
8,1969-01-13,12,15,3,Duquesne,"Pittsburgh, Pennsylvania"
9,1969-01-20,10,12,2,Duquesne,"Pittsburgh, Pennsylvania"
10,1969-01-27,11,10,1,Duquesne,"Pittsburgh, Pennsylvania"
11,1969-02-03,15,11,4,Duquesne,"Pittsburgh, Pennsylvania"
12,1969-02-10,13,15,2,Duquesne,"Pittsburgh, Pennsylvania"
13,1969-02-17,8,13,5,Duquesne,"Pittsburgh, Pennsylvania"
14,1969-02-24,10,8,2,Duquesne,"Pittsburgh, Pennsylvania"
15,Final,9,10,1,Duquesne,"Pittsburgh, Pennsylvania"
2,1961-12-18,7,,,Duquesne,"Pittsburgh, Pennsylvania"
3,1961-12-25,3,7,4,Duquesne,"Pittsburgh, Pennsylvania"
4,1962-01-01,7,3,4,Duquesne,"Pittsburgh, Pennsylvania"
5,1962-01-08,8,7,1,Duquesne,"Pittsburgh, Pennsylvania"
6,1962-01-15,5,8,3,Duquesne,"Pittsburgh, Pennsylvania"
7,1962-01-22,6,5,1,Duquesne,"Pittsburgh, Pennsylvania"
8,1962-01-29,7,6,1,Duquesne,"Pittsburgh, Pennsylvania"
9,1962-02-05,6,7,1,Duquesne,"Pittsburgh, Pennsylvania"
10,1962-02-12,9,6,3,Duquesne,"Pittsburgh, Pennsylvania"
1,1955-12-05,9,,—,Duquesne,"Pittsburgh, Pennsylvania"
2,1955-12-12,6,9,3,Duquesne,"Pittsburgh, Pennsylvania"
3,1955-12-19,20,6,14,Duquesne,"Pittsburgh, Pennsylvania"
1,1954-12-06,3,,—,Duquesne,"Pittsburgh, Pennsylvania"
2,1954-12-13,9,3,6,Duquesne,"Pittsburgh, Pennsylvania"
3,1954-12-20,9,9,-,Duquesne,"Pittsburgh, Pennsylvania"
4,1954-12-27,8,9,1,Duquesne,"Pittsburgh, Pennsylvania"
5,1955-01-03,2,8,6,Duquesne,"Pittsburgh, Pennsylvania"
6,1955-01-10,3,2,1,Duquesne,"Pittsburgh, Pennsylvania"
7,1955-01-17,5,3,2,Duquesne,"Pittsburgh, Pennsylvania"
8,1955-01-24,4,5,1,Duquesne,"Pittsburgh, Pennsylvania"
9,1955-01-31,4,4,-,Duquesne,"Pittsburgh, Pennsylvania"
10,1955-02-07,4,4,-,Duquesne,"Pittsburgh, Pennsylvania"
11,1955-02-14,4,4,-,Duquesne,"Pittsburgh, Pennsylvania"
12,1955-02-21,4,4,-,Duquesne,"Pittsburgh, Pennsylvania"
13,1955-02-28,8,4,4,Duquesne,"Pittsburgh, Pennsylvania"
14,Final,6,8,2,Duquesne,"Pittsburgh, Pennsylvania"
1,1953-12-07,3,,—,Duquesne,"Pittsburgh, Pennsylvania"
2,1953-12-14,3,3,-,Duquesne,"Pittsburgh, Pennsylvania"
3,1953-12-21,3,3,-,Duquesne,"Pittsburgh, Pennsylvania"
4,1953-12-28,2,3,1,Duquesne,"Pittsburgh, Pennsylvania"
5,1954-01-04,2,2,-,Duquesne,"Pittsburgh, Pennsylvania"
6,1954-01-11,2,2,-,Duquesne,"Pittsburgh, Pennsylvania"
7,1954-01-18,2,2,-,Duquesne,"Pittsburgh, Pennsylvania"
8,1954-01-25,2,2,-,Duquesne,"Pittsburgh, Pennsylvania"
9,1954-02-01,2,2,-,Duquesne,"Pittsburgh, Pennsylvania"
10,1954-02-08,2,2,-,Duquesne,"Pittsburgh, Pennsylvania"
11,1954-02-15,1,2,1,Duquesne,"Pittsburgh, Pennsylvania"
12,1954-02-22,1,1,-,Duquesne,"Pittsburgh, Pennsylvania"
13,1954-03-01,4,1,3,Duquesne,"Pittsburgh, Pennsylvania"
14,1954-03-08,3,4,1,Duquesne,"Pittsburgh, Pennsylvania"
15,Final,5,3,2,Duquesne,"Pittsburgh, Pennsylvania"
